x, fx
time	  f(x)_peak
6.2000124000247995e-06	  0.9998164390318982
0.0006262012524025048	  0.9966017103835116
0.0012462024924049847	  0.993397318104032
0.0018662037324074646	  0.9902032289587928
0.0024862049724099448	  0.9870194098199887
0.0031062062124124247	  0.9838458276663294
0.0037262074524149046	  0.9806824495826997
0.0043462086924173846	  0.9775292427598155
0.0049662099324198645	  0.974386174493885
0.005586211172422344	  0.9712532121862691
0.006206212412424824	  0.9681303233431444
0.006826213652427304	  0.9650174755751643
0.007446214892429784	  0.9619146365971245
0.008066216132432264	  0.9588217742276273
0.008686217372434744	  0.9557388563887481
0.009306218612437224	  0.9526658511057038
0.009926219852439704	  0.949602726506519
0.010546221092442184	  0.9465494508216972
0.011166222332444664	  0.94350599238389
0.011786223572447144	  0.9404723196275705
0.012406224812449624	  0.9374484010887041
0.013026226052452104	  0.9344342054044231
0.013646227292454583	  0.9314297013127015
0.014266228532457063	  0.9284348576520305
0.014886229772459543	  0.9254496433610967
0.015506231012462023	  0.9224740274784596
0.016126232252464505	  0.9195079791422321
0.016746233492466983	  0.9165514675897607
0.017366234732469465	  0.9136044621573084
0.017986235972471943	  0.9106669322797396
0.018606237212474425	  0.9077388474902034
0.019226238452476903	  0.9048201774198212
0.019846239692479384	  0.9019108917973754
0.020466240932481863	  0.899010960448997
0.021086242172484344	  0.8961203532978574
0.021706243412486823	  0.8932390403638594
0.022326244652489304	  0.8903669917633301
0.022946245892491782	  0.8875041777087149
0.023566247132494264	  0.8846505685082715
0.024186248372496742	  0.8818061345657654
0.024806249612499224	  0.8789708463801673
0.025426250852501702	  0.876144674545349
0.026046252092504184	  0.8733275897497803
0.026666253332506662	  0.8705195627762292
0.027286254572509144	  0.8677205645014594
0.027906255812511622	  0.8649305658959296
0.028526257052514103	  0.8621495380234945
0.02914625829251658	  0.8593774520411036
0.029766259532519063	  0.8566142791985044
0.03038626077252154	  0.8538599908379413
0.031006262012524023	  0.85111455839386
0.0316262632525265	  0.8483779533926091
0.03224626449252898	  0.845650147452144
0.032866265732531465	  0.8429311122817288
0.03348626697253394	  0.8402208196816446
0.03410626821253642	  0.8375192415428917
0.0347262694525389	  0.8348263498468962
0.035346270692541384	  0.8321421166652172
0.03596627193254386	  0.829466514159254
0.03658627317254634	  0.8267995145799548
0.03720627441254882	  0.8241410902675254
0.037826275652551304	  0.8214912136511383
0.03844627689255378	  0.8188498572486457
0.03906627813255626	  0.8162169936662887
0.03968627937255874	  0.8135925955984117
0.040306280612561224	  0.8109766358271748
0.0409262818525637	  0.8083690872222697
0.04154628309256618	  0.8057699227406334
0.04216628433256866	  0.8031791154261653
0.042786285572571144	  0.8005966384094451
0.04340628681257362	  0.7980224649074508
0.0440262880525761	  0.7954565682232776
0.04464628929257858	  0.7928989217458589
0.04526629053258106	  0.7903494989496872
0.04588629177258354	  0.7878082733945373
0.04650629301258602	  0.7852752187251884
0.0471262942525885	  0.7827503086711494
0.04774629549259098	  0.7802335170463836
0.04836629673259346	  0.7777248177490359
0.04898629797259594	  0.7752241847611594
0.04960629921259842	  0.7727315921484449
0.0502263004526009	  0.7702470140599484
0.05084630169260338	  0.7677704247278231
0.05146630293260586	  0.7653017984670502
0.05208630417260834	  0.7628411096751713
0.05270630541261082	  0.7603883328320207
0.0533263066526133	  0.757943442499462
0.05394630789261578	  0.7555064133211211
0.05456630913261826	  0.7530772200221229
0.05518631037262074	  0.7506558374088285
0.05580631161262322	  0.7482422403685743
0.0564263128526257	  0.745836403869409
0.05704631409262818	  0.7434383029598352
0.05766631533263066	  0.7410479127685495
0.05828631657263314	  0.7386652085041843
0.05890631781263562	  0.7362901654550503
0.059526319052638096	  0.7339227589888802
0.06014632029264058	  0.7315629645525735
0.06076632153264306	  0.7292107576719415
0.06138632277264554	  0.7268661139514535
